75;40;'Datos personales (por ejemplo, de empleados o clientes)';87;'Comprensión errónea sobre la sensibilidad de la información';40;'Cambio no intencionado de datos en un sistema de información'
76;40;'Datos personales (por ejemplo, de empleados o clientes)';87;'Comprensión errónea sobre la sensibilidad de la información';20;'Espionaje industrial'
77;40;'Datos personales (por ejemplo, de empleados o clientes)';79;'Copia incontrolada de documentos y datos';4;'Incumplimiento de contratos o acuerdos'
78;40;'Datos personales (por ejemplo, de empleados o clientes)';79;'Copia incontrolada de documentos y datos';5;'Incumplimiento de leyes o reglamentos'
79;40;'Datos personales (por ejemplo, de empleados o clientes)';79;'Copia incontrolada de documentos y datos';42;'Divulgación no intencionada de datos / información'
80;40;'Datos personales (por ejemplo, de empleados o clientes)';79;'Copia incontrolada de documentos y datos';17;'Uso inadecuado de sistemas o información informática'
81;40;'Datos personales (por ejemplo, de empleados o clientes)';79;'Copia incontrolada de documentos y datos';39;'Acceso no intencionado a datos físicos'
82;40;'Datos personales (por ejemplo, de empleados o clientes)';79;'Copia incontrolada de documentos y datos';8;'Robo de datos / información'
83;40;'Datos personales (por ejemplo, de empleados o clientes)';79;'Copia incontrolada de documentos y datos';20;'Espionaje industrial'
84;40;'Datos personales (por ejemplo, de empleados o clientes)';79;'Copia incontrolada de documentos y datos';27;'Filtración/divulgación maliciosa de información'
85;48;'Empleados remotos';62;'Normas sobre cómo manejar información no claramente definidas';20;'Espionaje industrial'
86;53;'Personal externalizado (por ejemplo, autónomos o contratistas)';24;'Supervisión inadecuada de proveedores externos';14;'Errores o interrupciones del servicio de proveedores externos'
87;53;'Personal externalizado (por ejemplo, autónomos o contratistas)';76;'Un tercero no tiene un control de acceso adecuado';14;'Errores o interrupciones del servicio de proveedores externos'
88;53;'Personal externalizado (por ejemplo, autónomos o contratistas)';76;'Un tercero no tiene un control de acceso adecuado';5;'Incumplimiento de leyes o reglamentos'
89;53;'Personal externalizado (por ejemplo, autónomos o contratistas)';40;'Falta de acuerdos formales';4;'Incumplimiento de contratos o acuerdos'
90;53;'Personal externalizado (por ejemplo, autónomos o contratistas)';40;'Falta de acuerdos formales';5;'Incumplimiento de leyes o reglamentos'
91;61;'Servicios de comunicación (voz, Internet, etc.)';38;'Falta de control sobre dónde almacena la información de terceros';5;'Incumplimiento de leyes o reglamentos'
92;61;'Servicios de comunicación (voz, Internet, etc.)';38;'Falta de control sobre dónde almacena la información de terceros';3;'Ataque a través de equipo/servicio externalizado (comprometiendo la cadena de suministro)'
